"regulator","TU_prom","Effect","Evidence","Evidence_Level","regulator_id","Promoter","TU","gene_id","Category"
"Sigma70","ppiA[ppiAp2]","+","[HIPP, ICWHO]","WEAK","b3067","ppiAp2","ppiA","b3363","sigma"
"Sigma70","ppiA[ppiAp3]","+","[HIPP, ICWHO]","WEAK","b3067","ppiAp3","ppiA","b3363","sigma"
"Sigma70","ppiA[ppiAp4]","+","[HIPP, ICWHO]","WEAK","b3067","ppiAp4","ppiA","b3363","sigma"
"Sigma70","ppiD[ppiDp2]","+","[ICWHO, TIM]","STRONG","b3067","ppiDp2","ppiD","b0441","sigma"
"Sigma70","ppsA[ppsAp]","+","[ICWHO, RS-EPT-CBR, TIM]","STRONG","b3067","ppsAp","ppsA","b1702","sigma"
"Sigma70","pqiABC[pqiAp1]","+","[HIPP, ICWHO, IDA, TIM]","STRONG","b3067","pqiAp1","pqiABC","b0950,b0952,b0951","sigma"
"Sigma70","pqiABC[pqiAp2]","+","[HIPP, ICWHO, IDA, TIM]","STRONG","b3067","pqiAp2","pqiABC","b0950,b0952,b0951","sigma"
"Sigma70","preTA[preTp]","+","[HTTIM, IHBCE]","STRONG","b3067","preTp","preTA","b2146,b2147","sigma"
"Sigma70","prfC[prfCp]","+","[HIPP, IHBCE, ICWHO, RS-EPT-CBR, TIM]","STRONG","b3067","prfCp","prfC","b4375","sigma"
"Sigma70","proK[proKp]","+","[HIPP, ICWHO]","WEAK","b3067","proKp","proK","b3545","sigma"
"Sigma70","proL[proLp]","+","[HIPP, ICWHO]","WEAK","b3067","proLp","proL","b2189","sigma"
"Sigma70","proP[proPp1]","+","[HIPP, ICWHO, RS-EPT-CBR, TIM]","STRONG","b3067","proPp1","proP","b4111","sigma"
"Sigma70","proS[proSp]","+","[ICWHO, IDA, TIM]","STRONG","b3067","proSp","proS","b0194","sigma"
"Sigma70","proVWX[proVp1]","+","[ICWHO, IDA, TIM]","STRONG","b3067","proVp1","proVWX","b2677,b2678,b2679","sigma"
"Sigma70","proVWX[proVp3]","+","[IHBCE, ICWHO, TIM]","STRONG","b3067","proVp3","proVWX","b2677,b2678,b2679","sigma"
"Sigma70","proVWX[proVp2]","+","[ICWHO, IDA, TIM]","STRONG","b3067","proVp2","proVWX","b2677,b2678,b2679","sigma"
"Sigma70","prpR[prpRp]","+","[HIPP, ICWHO]","WEAK","b3067","prpRp","prpR","b0330","sigma"
"Sigma70","prs[prsp]","+","[ICWHO, TIM]","STRONG","b3067","prsp","prs","b1207","sigma"
"Sigma70","psiE[psiEp]","+","[HIPP, ICWHO, TIM]","STRONG","b3067","psiEp","psiE","b4030","sigma"
"Sigma70","psiF[psiFp]","+","[ICWHO, RSE, TIM]","STRONG","b3067","psiFp","psiF","b0384","sigma"
"Sigma70","pspF[pspFp1]","+","[HIPP, ICWHO, TIM]","STRONG","b3067","pspFp1","pspF","b1303","sigma"
"Sigma70","pspF[pspFp2]","+","[HIPP, ICWHO, TIM]","STRONG","b3067","pspFp2","pspF","b1303","sigma"
"Sigma70","pspF[pspFp3]","+","[HIPP, ICWHO, TIM]","STRONG","b3067","pspFp3","pspF","b1303","sigma"
"Sigma70","pssA[pssAp]","+","[HTTIM, HIPP, IHBCE, ICWHO, IMP, RS-EPT-CBR]","STRONG","b3067","pssAp","pssA","b2585","sigma"
"Sigma70","pstB-phoU[pstBp3]","+","[HIPP, IHBCE, ICWHO]","WEAK","b3067","pstBp3","pstB-phoU","b3724,b3725","sigma"
"Sigma70","pstB-phoU[pstBp1]","+","[HIPP, IHBCE, ICWHO, IMP, TIM]","STRONG","b3067","pstBp1","pstB-phoU","b3724,b3725","sigma"
"Sigma70","pstCAB-phoU[pstCp]","+","[HIPP, IHBCE, ICWHO, IMP, TIM]","STRONG","b3067","pstCp","pstCAB-phoU","b3724,b3725,b3726,b3727","sigma"
"Sigma70","pstS[pstSp]","+","[HIPP, ICWHO, TIM]","STRONG","b3067","pstSp","pstS","b3728","sigma"
"Sigma70","pstSCA[pstSp]","+","[HIPP, ICWHO, TIM]","STRONG","b3067","pstSp","pstSCA","b3726,b3727,b3728","sigma"
"Sigma70","pstSCAB-phoU[pstSp]","+","[HIPP, ICWHO, TIM]","STRONG","b3067","pstSp","pstSCAB-phoU","b3724,b3725,b3726,b3727,b3728","sigma"
"Sigma70","pta[ptap]","+","[IHBCE, RS-EPT-CBR, TIM]","STRONG","b3067","ptap","pta","b2297","sigma"
"Sigma70","pth-ychF[pthp]","+","[HIPP, IHBCE, ICWHO, TIM]","STRONG","b3067","pthp","pth-ychF","b1203,b1204","sigma"
"Sigma70","ptrA[ptrAp]","+","[TIM]","STRONG","b3067","ptrAp","ptrA","b2821","sigma"
"Sigma70","ptrA-recBD[ptrAp]","+","[TIM]","STRONG","b3067","ptrAp","ptrA-recBD","b2819,b2820,b2821","sigma"
"Sigma70","ptsG[ptsGp2]","+","[HIPP, TIM]","STRONG","b3067","ptsGp2","ptsG","b1101","sigma"
"Sigma70","ptsHI-crr[ptsHp4]","+","[HIPP, IHBCE, ICWHO, RS-EPT-CBR, TIM]","STRONG","b3067","ptsHp4","ptsHI-crr","b2415,b2416,b2417","sigma"
"Sigma70","ptsHI-crr[ptsHp2]","+","[ICWHO, TIM]","STRONG","b3067","ptsHp2","ptsHI-crr","b2415,b2416,b2417","sigma"
"Sigma70","purA[purAp]","+","[ICWHO, RS-EPT-CBR, TIM]","STRONG","b3067","purAp","purA","b4177","sigma"
"Sigma70","purC[purCp]","+","[ICWHO, TIM]","STRONG","b3067","purCp","purC","b2476","sigma"
"Sigma70","purEK[purEp]","+","[ICWHO, IMP, TIM]","STRONG","b3067","purEp","purEK","b0522,b0523","sigma"
"Sigma70","purHD[purHp]","+","[ICWHO, TIM]","STRONG","b3067","purHp","purHD","b4005,b4006","sigma"
"Sigma70","purL[purLp]","+","[ICWHO, RS-EPT-CBR, TIM]","STRONG","b3067","purLp","purL","b2557","sigma"
"Sigma70","purMN[purMp]","+","[ICWHO, TIM]","STRONG","b3067","purMp","purMN","b2499,b2500","sigma"
"Sigma70","purR[purRp]","+","[ICWHO, TIM]","STRONG","b3067","purRp","purR","b1658","sigma"
"Sigma70","purT[purTp]","+","[AIBSPD, IC, ICWHO, IMP]","WEAK","b3067","purTp","purT","b1849","sigma"
"Sigma70","putA[putAp]","+","[HIPP, ICWHO, TIM]","STRONG","b3067","putAp","putA","b1014","sigma"
"Sigma70","putP[putPp1]","+","[HIPP, ICWHO, TIM]","STRONG","b3067","putPp1","putP","b1015","sigma"
"Sigma70","putP[putPp4]","+","[HIPP, TIM]","STRONG","b3067","putPp4","putP","b1015","sigma"
"Sigma70","pykA[pykAp1]","+","[HTTIM, IHBCE, RS-EPT-CBR]","STRONG","b3067","pykAp1","pykA","b1854","sigma"
"Sigma70","pykA[pykAp2]","+","[HTTIM, IHBCE, RS-EPT-CBR]","STRONG","b3067","pykAp2","pykA","b1854","sigma"
"Sigma70","pykF[pykFp]","+","[HIPP, IHBCE, ICWHO]","WEAK","b3067","pykFp","pykF","b1676","sigma"
"Sigma70","pykF[pykFp1]","+","[HTTIM, IHBCE, IDA]","STRONG","b3067","pykFp1","pykF","b1676","sigma"
"Sigma70","pykF[pykFp2]","+","[HTTIM, IHBCE, RS-EPT-CBR]","STRONG","b3067","pykFp2","pykF","b1676","sigma"
"Sigma70","pyrC[pyrCp]","+","[HIPP, IHBCE, ICWHO, TIM]","STRONG","b3067","pyrCp","pyrC","b1062","sigma"
"Sigma70","pyrD[pyrDp]","+","[ICWHO, TIM]","STRONG","b3067","pyrDp","pyrD","b0945","sigma"
"Sigma70","pyrF-yciH[pyrFp]","+","[ICWHO, RS-EPT-CBR, TIM]","STRONG","b3067","pyrFp","pyrF-yciH","b1282,b1281","sigma"
"Sigma70","pyrH[pyrHp]","+","[HIPP, RS-EPT-CBR, TIM]","STRONG","b3067","pyrHp","pyrH","b0171","sigma"
"Sigma70","qseBC[qseBp2]","+","[ICWHO, IDA]","STRONG","b3067","qseBp2","qseBC","b3025,b3026","sigma"
"Sigma70","qseBC[qseBp1]","+","[ICWHO, TIM]","STRONG","b3067","qseBp1","qseBC","b3025,b3026","sigma"
"Sigma70","rapA[rapAp3]","+","[HIPP, ICWHO, IDA, IEP, RS-EPT-CBR, TIM]","STRONG","b3067","rapAp3","rapA","b0059","sigma"
"Sigma70","rapA-rluA[rapAp1]","+","[AIPP, HIPP, ICWHO, TIM]","STRONG","b3067","rapAp1","rapA-rluA","b0059,b0058","sigma"
"Sigma70","rbn[rbnp]","+","[AIPP, IHBCE, RS-EPT-CBR, TIM]","STRONG","b3067","rbnp","rbn","b2268","sigma"
"Sigma70","rbsDACBKR[rbsDp]","+","[ICWHO, TIM]","STRONG","b3067","rbsDp","rbsDACBKR","b3753,b3748,b3749,b3750,b3751,b3752","sigma"
"Sigma70","rcnAB[rcnAp]","+","[IHBCE, ICWHO, TIM]","STRONG","b3067","rcnAp","rcnAB","b2107,b2106","sigma"
"Sigma70","rcnR[rcnRp]","+","[ICWHO, TIM]","STRONG","b3067","rcnRp","rcnR","b2105","sigma"
"Sigma70","rcsA[rcsAp]","+","[HIPP, ICWHO, TIM]","STRONG","b3067","rcsAp","rcsA","b1951","sigma"
"Sigma70","rcsB[rcsBp1]","+","[IHBCE, ICWHO, TIM]","STRONG","b3067","rcsBp1","rcsB","b2217","sigma"
"Sigma70","rcsB[rcsBp2]","+","[IHBCE, ICWHO, TIM]","STRONG","b3067","rcsBp2","rcsB","b2217","sigma"
"Sigma70","rcsDB[rcsDp]","+","[IHBCE, ICWHO, TIM]","STRONG","b3067","rcsDp","rcsDB","b2216,b2217","sigma"
"Sigma70","rdlD[rdlDp]","+","[HIPP, ICWHO, TIM]","STRONG","b3067","rdlDp","rdlD","b4454","sigma"
"Sigma70","recA[recAp]","+","[HIPP, ICWHO, TIM]","STRONG","b3067","recAp","recA","b2699","sigma"
"Sigma70","recAX[recAp]","+","[HIPP, ICWHO, TIM]","STRONG","b3067","recAp","recAX","b2698,b2699","sigma"
"Sigma70","recC[recCp]","+","[HIPP, TIM]","STRONG","b3067","recCp","recC","b2822","sigma"
"Sigma70","recN[recNp]","+","[HIPP, ICWHO]","WEAK","b3067","recNp","recN","b2616","sigma"
"Sigma70","recQ[recQp]","+","[IHBCE]","WEAK","b3067","recQp","recQ","b3822","sigma"
"Sigma70","relA-mazEF[relAp1]","+","[HTTIM, IHBCE, ICWHO, TIM]","STRONG","b3067","relAp1","relA-mazEF","b2782,b2783,b2784","sigma"
"Sigma70","relA-mazEF[relAp2]","+","[HTTIM, IHBCE, ICWHO, SM, TIM, CV(SM/TIM)]","CONFIRMED","b3067","relAp2","relA-mazEF","b2782,b2783,b2784","sigma"
"Sigma70","relBE-hokD[relBp]","+","[ICWHO, IDA, TIM]","STRONG","b3067","relBp","relBE-hokD","b1562,b1563,b1564","sigma"
"Sigma70","rep[repp]","+","[HIPP, IHBCE, IC, TIM]","STRONG","b3067","repp","rep","b3778","sigma"
"Sigma70","rfaDFCL[rfaDp1]","+","[HIPP, ICWHO, RS-EPT-CBR, TIM]","STRONG","b3067","rfaDp1","rfaDFCL","b3619,b3620,b3621,b3622","sigma"
"Sigma70","rfaYZ[waaYp]","+","[IHBCE, ICWHO, TIM]","STRONG","b3067","waaYp","rfaYZ","b3624,b3625","sigma"
"Sigma70","rfe-wzzE-wecBC-rffGHC-wecE-wzxE-wecF-wzyE-rffM[rfep]","+","[AIPP, ICWHO]","WEAK","b3067","rfep","rfe-wzzE-wecBC-rffGHC-wecE-wzxE-wecF-wzyE-rffM","b3785,b3784,b3786,b3787,b3788,b3789,b3790,b3791,b3792,b4481,b3793,b3794","sigma"
"Sigma70","rhaBAD[rhaBp]","+","[ICWHO, TIM]","STRONG","b3067","rhaBp","rhaBAD","b3902,b3903,b3904","sigma"
"Sigma70","rhaSR[rhaSp]","+","[IHBCE, ICWHO, IEP, TIM]","STRONG","b3067","rhaSp","rhaSR","b3905,b3906","sigma"
"Sigma70","rhaT[rhaTp]","+","[HIPP, ICWHO, TIM]","STRONG","b3067","rhaTp","rhaT","b3907","sigma"
"Sigma70","ribA[ribAp1]","+","[HIPP, ICWHO, RS-EPT-CBR, TIM]","STRONG","b3067","ribAp1","ribA","b1277","sigma"
"Sigma70","ribA[ribAp2]","+","[HIPP, ICWHO, TIM]","STRONG","b3067","ribAp2","ribA","b1277","sigma"
"Sigma70","ribF-ileS-lspA-fkpB-ispH[ribFp]","+","[ICWHO, RPF, RS-EPT-CBR, TIM, CV(RPF/RS-EPT-CBR), CV(RPF/TIM)]","CONFIRMED","b3067","ribFp","ribF-ileS-lspA-fkpB-ispH","b0025,b0026,b0027,b0028,b0029","sigma"
"Sigma70","rihB[rihBp]","+","[HIPP, IHBCE, ICWHO, TIM]","STRONG","b3067","rihBp","rihB","b2162","sigma"
"Sigma70","rimK-ybjN[rimKp]","+","[HIPP, ICWHO, IMP]","WEAK","b3067","rimKp","rimK-ybjN","b0852,b0853","sigma"
"Sigma70","rimP-nusA-infB[rimPp]","+","[HTTIM, HIPP, IHBCE, ICWHO, IEP, TIM]","STRONG","b3067","rimPp","rimP-nusA-infB","b3169,b3170,b3168","sigma"
"Sigma70","rirA-rfaQGPSBIJYZ-waaU[rirAp]","+","[HTTIM, IHBCE, ICWHO, TIM]","STRONG","b3067","rirAp","rirA-rfaQGPSBIJYZ-waaU","b3629,b4760,b3623,b3624,b3625,b3626,b3627,b3628,b3630,b3631,b3632","sigma"
"Sigma70","rlmE-ftsH[rlmEp1]","+","[HIPP, IHBCE, ICWHO, TIM]","STRONG","b3067","rlmEp1","rlmE-ftsH","b3178,b3179","sigma"
"Sigma70","rnb[rnbp1]","+","[HIPP, IHBCE, ICWHO, TIM]","STRONG","b3067","rnbp1","rnb","b1286","sigma"
"Sigma70","rnb[rnbp2]","+","[HIPP, IHBCE, ICWHO, TIM]","STRONG","b3067","rnbp2","rnb","b1286","sigma"
"Sigma70","rnc-era[rncp]","+","[HIPP, ICWHO, TIM]","STRONG","b3067","rncp","rnc-era","b2566,b2567","sigma"
"Sigma70","rnc-era-recO-pdxJ-acpS[rncp]","+","[HIPP, ICWHO, TIM]","STRONG","b3067","rncp","rnc-era-recO-pdxJ-acpS","b2565,b2566,b2563,b2564,b2567","sigma"
"Sigma70","rnd[rndp]","+","[IHBCE, ICWHO, TIM]","STRONG","b3067","rndp","rnd","b1804","sigma"
"Sigma70","rne[rnep1]","+","[HIPP, ICWHO, TIM]","STRONG","b3067","rnep1","rne","b1084","sigma"
"Sigma70","rne[rnep2]","+","[ICWHO, TIM]","STRONG","b3067","rnep2","rne","b1084","sigma"
"Sigma70","rne[rnep3]","+","[ICWHO, TIM]","STRONG","b3067","rnep3","rne","b1084","sigma"
"Sigma70","rnlAB[rnlAp2]","+","[IHBCE, ICWHO, RS-EPT-CBR, TIM]","STRONG","b3067","rnlAp2","rnlAB","b2631,b2630","sigma"
"Sigma70","rnlB[rnlBp2]","+","[IHBCE, ICWHO, TIM]","STRONG","b3067","rnlBp2","rnlB","b2631","sigma"
"Sigma70","rpiB[rpiBp]","+","[HIPP, ICWHO, TIM]","STRONG","b3067","rpiBp","rpiB","b4090","sigma"
"Sigma70","rplU-rpmA[rplUp]","+","[HIPP, IHBCE, ICWHO, RS-EPT-CBR, TIM]","STRONG","b3067","rplUp","rplU-rpmA","b3185,b3186","sigma"
"Sigma70","rplU-rpmA-yhbE-obgE[rplUp]","+","[HIPP, IHBCE, ICWHO, RS-EPT-CBR, TIM]","STRONG","b3067","rplUp","rplU-rpmA-yhbE-obgE","b3183,b3184,b3185,b3186","sigma"
"Sigma70","rpmI-rplT[rpmIp]","+","[HTTIM, IHBCE, ICWHO, TIM]","STRONG","b3067","rpmIp","rpmI-rplT","b1716,b1717","sigma"
"Sigma70","rpoD[rpoDp1]","+","[HIPP, ICWHO, IMP, TIM]","STRONG","b3067","rpoDp1","rpoD","b3067","sigma"
"Sigma70","rpoD[rpoDp2]","+","[HIPP, ICWHO, IMP, TIM]","STRONG","b3067","rpoDp2","rpoD","b3067","sigma"
"Sigma70","rpoE-rseABC[rpoEp2a]","+","[HIPP, ICWHO, IDA, TIM]","STRONG","b3067","rpoEp2a","rpoE-rseABC","b2570,b2572,b2573,b2571,b4725","sigma"
"Sigma70","rpoE-rseABC[rpoEp1b]","+","[IHBCE, TIM]","STRONG","b3067","rpoEp1b","rpoE-rseABC","b2570,b2572,b2573,b2571,b4725","sigma"
"Sigma70","rpoE-rseABC[rpoEp2b]","+","[IHBCE, IDA, IEP, IPI, TIM]","STRONG","b3067","rpoEp2b","rpoE-rseABC","b2570,b2572,b2573,b2571,b4725","sigma"
"Sigma70","rpoE-rseABC[rpoEp5]","+","[IHBCE, TIM]","STRONG","b3067","rpoEp5","rpoE-rseABC","b2570,b2572,b2573,b2571,b4725","sigma"
"Sigma70","rpoH[rpoHp5]","+","[HIPP, ICWHO, IDA, RS-EPT-CBR, TIM]","STRONG","b3067","rpoHp5","rpoH","b3461","sigma"
"Sigma70","rpoH[rpoHp4]","+","[HIPP, ICWHO, IDA, RS-EPT-CBR, TIM]","STRONG","b3067","rpoHp4","rpoH","b3461","sigma"
"Sigma70","rpoH[rpoHp1]","+","[HIPP, IHBCE, ICWHO, IDA, IPI, TIM]","STRONG","b3067","rpoHp1","rpoH","b3461","sigma"
"Sigma70","rpoN-hpf-ptsN-yhbJ-npr[rpoNp]","+","[HIPP, ICWHO]","WEAK","b3067","rpoNp","rpoN-hpf-ptsN-yhbJ-npr","b3203,b3204,b3206,b3202,b3205","sigma"
"Sigma70","rpoS[rpoSp]","+","[HIPP, ICWHO, RS-EPT-CBR, TIM]","STRONG","b3067","rpoSp","rpoS","b2741","sigma"
"Sigma70","rpoZ-spoT-trmH-recG[rpoZp]","+","[ICWHO, RS-EPT-CBR, TAS]","STRONG","b3067","rpoZp","rpoZ-spoT-trmH-recG","b3649,b3652,b3650,b3651","sigma"
"Sigma70","rpsA-ihfB[rpsAp1]","+","[HIPP, IHBCE, TIM]","STRONG","b3067","rpsAp1","rpsA-ihfB","b0911,b0912","sigma"
"Sigma70","rpsA-ihfB[rpsAp3]","+","[HIPP, IHBCE, TIM]","STRONG","b3067","rpsAp3","rpsA-ihfB","b0911,b0912","sigma"
"Sigma70","rpsB-tsf[rpsBp]","+","[HTTIM, IHBCE, ICWHO, RS-EPT-CBR, TIM]","STRONG","b3067","rpsBp","rpsB-tsf","b4414,b0170,b0169","sigma"
"Sigma70","rpsF-priB-rpsR-rplI[rpsFp]","+","[HTTIM, IHBCE, RS-EPT-CBR]","STRONG","b3067","rpsFp","rpsF-priB-rpsR-rplI","b4200,b4201,b4202,b4203","sigma"
"Sigma70","rpsJ-rplCDWB-rpsS-rplV-rpsC-rplP-rpmC-rpsQ[rpsJp]","+","[ICWHO, RPF]","STRONG","b3067","rpsJp","rpsJ-rplCDWB-rpsS-rplV-rpsC-rplP-rpmC-rpsQ","b3311,b3312,b3313,b3314,b3315,b3316,b3317,b3318,b3319,b3320,b3321","sigma"
"Sigma70","rpsMKD-rpoA-rplQ[rpsMp2]","+","[HTTIM, HIPP, ICWHO, RS-EPT-CBR, TIM]","STRONG","b3067","rpsMp2","rpsMKD-rpoA-rplQ","b3294,b3295,b3296,b3297,b3298","sigma"
"Sigma70","rpsP-rimM-trmD-rplS[rpsPp]","+","[ICWHO, RS-EPT-CBR, TIM]","STRONG","b3067","rpsPp","rpsP-rimM-trmD-rplS","b2608,b2606,b2607,b2609","sigma"
"Sigma70","rpsU[rpsUp1]","+","[HTTIM, HIPP, IHBCE, ICWHO, RS-EPT-CBR, TIM]","STRONG","b3067","rpsUp1","rpsU","b3065","sigma"
"Sigma70","rpsU-dnaG-rpoD[rpsUp1]","+","[HTTIM, HIPP, IHBCE, ICWHO, RS-EPT-CBR, TIM]","STRONG","b3067","rpsUp1","rpsU-dnaG-rpoD","b3065,b3066,b3067","sigma"
"Sigma70","rpsU-dnaG-rpoD[rpsUp2]","+","[HTTIM, HIPP, IHBCE, ICWHO, IMP, TIM]","STRONG","b3067","rpsUp2","rpsU-dnaG-rpoD","b3065,b3066,b3067","sigma"
"Sigma70","rpsU-dnaG-rpoD[rpsUp3]","+","[HTTIM, HIPP, IHBCE, IMP]","STRONG","b3067","rpsUp3","rpsU-dnaG-rpoD","b3065,b3066,b3067","sigma"
"Sigma70","rraB[rraBp1]","+","[HIPP, IHBCE, ICWHO, TIM]","STRONG","b3067","rraBp1","rraB","b4255","sigma"
"Sigma70","rrsA-ileT-alaT-rrlA-rrfA[rrsAp1]","+","[HIPP, ICWHO]","WEAK","b3067","rrsAp1","rrsA-ileT-alaT-rrlA-rrfA","b3852,b3853,b3851,b3854,b3855","sigma"
"Sigma70","rrsA-ileT-alaT-rrlA-rrfA[rrsAp2]","+","[HIPP, ICWHO, RS-EPT-CBR]","STRONG","b3067","rrsAp2","rrsA-ileT-alaT-rrlA-rrfA","b3852,b3853,b3851,b3854,b3855","sigma"
"Sigma70","rrsB-gltT-rrlB-rrfB[rrsBp1]","+","[HIPP, ICWHO, IPI, TIM]","STRONG","b3067","rrsBp1","rrsB-gltT-rrlB-rrfB","b3969,b3970,b3971,b3968","sigma"
"Sigma70","rrsB-gltT-rrlB-rrfB[rrsBp2]","+","[AIPP, ICWHO, IDA, TIM]","STRONG","b3067","rrsBp2","rrsB-gltT-rrlB-rrfB","b3969,b3970,b3971,b3968","sigma"
"Sigma70","rrsC-gltU-rrlC-rrfC[rrsCp1]","+","[AIPP, HIPP, ICWHO]","WEAK","b3067","rrsCp1","rrsC-gltU-rrlC-rrfC","b3757,b3758,b3759,b3756","sigma"
"Sigma70","rrsC-gltU-rrlC-rrfC[rrsCp2]","+","[HIPP, ICWHO]","WEAK","b3067","rrsCp2","rrsC-gltU-rrlC-rrfC","b3757,b3758,b3759,b3756","sigma"
"Sigma70","rrsD-ileU-alaU-rrlD-rrfD-thrV-rrfF[rrsDp1]","+","[HIPP, ICWHO, TIM]","STRONG","b3067","rrsDp1","rrsD-ileU-alaU-rrlD-rrfD-thrV-rrfF","b3272,b3273,b3274,b3275,b3276,b3277,b3278","sigma"
"Sigma70","rrsD-ileU-alaU-rrlD-rrfD-thrV-rrfF[rrsDp2]","+","[HIPP, ICWHO, TIM]","STRONG","b3067","rrsDp2","rrsD-ileU-alaU-rrlD-rrfD-thrV-rrfF","b3272,b3273,b3274,b3275,b3276,b3277,b3278","sigma"
"Sigma70","rrsE-gltV-rrlE-rrfE[rrsEp1]","+","[HIPP, ICWHO]","WEAK","b3067","rrsEp1","rrsE-gltV-rrlE-rrfE","b4008,b4009,b4010,b4007","sigma"
"Sigma70","rrsE-gltV-rrlE-rrfE[rrsEp2]","+","[HIPP, ICWHO]","WEAK","b3067","rrsEp2","rrsE-gltV-rrlE-rrfE","b4008,b4009,b4010,b4007","sigma"
"Sigma70","rrsG-gltW-rrlG-rrfG[rrsGp1]","+","[HIPP, ICWHO]","WEAK","b3067","rrsGp1","rrsG-gltW-rrlG-rrfG","b2588,b2589,b2590,b2591","sigma"
"Sigma70","rrsG-gltW-rrlG-rrfG[rrsGp2]","+","[HIPP, ICWHO]","WEAK","b3067","rrsGp2","rrsG-gltW-rrlG-rrfG","b2588,b2589,b2590,b2591","sigma"
"Sigma70","rrsH-ileV-alaV-rrlH-rrfH[rrsHp1]","+","[HTTIM, HIPP, IHBCE]","STRONG","b3067","rrsHp1","rrsH-ileV-alaV-rrlH-rrfH","b0202,b0203,b0204,b0205,b0201","sigma"
"Sigma70","rrsH-ileV-alaV-rrlH-rrfH[rrsHp2]","+","[HTTIM, HIPP, IHBCE]","STRONG","b3067","rrsHp2","rrsH-ileV-alaV-rrlH-rrfH","b0202,b0203,b0204,b0205,b0201","sigma"
"Sigma70","rsd[rsdp2]","+","[HIPP, IHBCE, ICWHO, IPI, TIM]","STRONG","b3067","rsdp2","rsd","b3995","sigma"
"Sigma70","rutR[rutRp2]","+","[HIPP, ICWHO, RPF]","STRONG","b3067","rutRp2","rutR","b1013","sigma"
"Sigma70","ruvC[ruvCp]","+","[HIPP, ICWHO]","WEAK","b3067","ruvCp","ruvC","b1863","sigma"
"Sigma70","rybA-mntS[rybAp]","+","[IHBCE, TIM]","STRONG","b3067","rybAp","rybA-mntS","b4416,b4705","sigma"
"Sigma70","rydC[rydCp]","+","[HIPP, ICWHO, TIM]","STRONG","b3067","rydCp","rydC","b4597","sigma"
"Sigma70","ryeA[ryeAp]","+","[HIPP, IHBCE, IDA, IMP, TIM]","STRONG","b3067","ryeAp","ryeA","b4432","sigma"
"Sigma70","ryfD[ryfDp]","+","[ICWHO, TIM]","STRONG","b3067","ryfDp","ryfD","b4609","sigma"
"Sigma70","ryhB[yhhXp5]","+","[HTTIM, ICWHO]","STRONG","b3067","yhhXp5","ryhB","b4451","sigma"
"Sigma70","ryjB[ryjBp]","+","[ICWHO, TIM]","STRONG","b3067","ryjBp","ryjB","b4624","sigma"
"Sigma70","safA-ydeO[safAp]","+","[HIPP, ICWHO, TIM]","STRONG","b3067","safAp","safA-ydeO","b1499,b1500","sigma"
"Sigma70","sbcDC[sbcDp]","+","[HIPP, ICWHO]","WEAK","b3067","sbcDp","sbcDC","b0397,b0398","sigma"
"Sigma70","sdhCDAB-sucABCD-sdhX[sdhCp]","+","[HIPP, IHBCE, ICWHO, TIM]","STRONG","b3067","sdhCp","sdhCDAB-sucABCD-sdhX","b4764,b0721,b0722,b0723,b0724,b0726,b0727,b0728,b0729","sigma"
"Sigma70","sdhDAB[sdhDp]","+","[HIPP, ICWHO, TIM]","STRONG","b3067","sdhDp","sdhDAB","b0722,b0723,b0724","sigma"
"Sigma70","sdiA[sdiAp2]","+","[IHBCE, ICWHO, TIM]","STRONG","b3067","sdiAp2","sdiA","b1916","sigma"
"Sigma70","sdiA[sdiAp1]","+","[IHBCE, TIM]","STRONG","b3067","sdiAp1","sdiA","b1916","sigma"
"Sigma70","sdiA[sdiAp3]","+","[IHBCE, TIM]","STRONG","b3067","sdiAp3","sdiA","b1916","sigma"
"Sigma70","sdiA[sdiAp4]","+","[IHBCE, TIM]","STRONG","b3067","sdiAp4","sdiA","b1916","sigma"
"Sigma70","sdiA[sdiAp1b]","+","[ICWHO, TIM]","STRONG","b3067","sdiAp1b","sdiA","b1916","sigma"
"Sigma70","secB-gpsA[secBp]","+","[IHBCE, RS-EPT-CBR, TIM]","STRONG","b3067","secBp","secB-gpsA","b3608,b3609","sigma"
"Sigma70","secG-leuU[secGp1]","+","[HIPP, ICWHO, TIM]","STRONG","b3067","secGp1","secG-leuU","b3174,b3175","sigma"
"Sigma70","secG-leuU[secGp2]","+","[HIPP, ICWHO, TIM]","STRONG","b3067","secGp2","secG-leuU","b3174,b3175","sigma"
"Sigma70","serA[serAp2]","+","[HIPP, IHBCE, ICWHO, IMP, TIM]","STRONG","b3067","serAp2","serA","b2913","sigma"
"Sigma70","serA[serAp1]","+","[HIPP, IHBCE, ICWHO, IMP, TIM]","STRONG","b3067","serAp1","serA","b2913","sigma"
"Sigma70","serC[serCp1]","+","[ICWHO, TIM]","STRONG","b3067","serCp1","serC","b0907","sigma"
"Sigma70","serC-aroA[serCp1]","+","[ICWHO, TIM]","STRONG","b3067","serCp1","serC-aroA","b0907,b0908","sigma"
"Sigma70","serT[serTp]","+","[HTTIM, HIPP, IHBCE]","STRONG","b3067","serTp","serT","b0971","sigma"
"Sigma70","serU[serUp]","+","[HIPP, ICWHO]","WEAK","b3067","serUp","serU","b1975","sigma"
"Sigma70","serV-argVYZQ[serVp]","+","[HIPP, ICWHO]","WEAK","b3067","serVp","serV-argVYZQ","b2691,b2692,b2693,b2694,b2695","sigma"
